StartDate,EndDate,Finished,RecordedDate,DistributionChannel,UserLanguage,Q3,Q6a_First Click,Q6a_Last Click,Q6a_Page Submit,Q6a_Click Count,Q7a_First Click,Q7a_Last Click,Q7a_Page Submit,Q7a_Click Count,Q8a_First Click,Q8a_Last Click,Q8a_Page Submit,Q8a_Click Count,Q9,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q36,Q36_10_TEXT,Q37,Q37_6_TEXT,Q38,Q39,Q39_7_TEXT,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q46_4_TEXT,Q47_1
2024-02-23 11:38:32,2024-02-23 11:48:11,TRUE,2024-02-23 11:48:12,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,14.332,0,0,0,10.205,0,0,0,4.606,0,Environmental,I often perceive,I sometimes perceive,I often perceive,I often perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I never perceive,I always perceive,I always perceive,I often perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,"Its not economical to reinvent your whole supply chain to be more environmentally friendly. If the business isn't built from the ground up with that in mind, its inefficient.",Social initiatives are only as useful as the customers they attract and employees they retain. Companies now are getting shunned for catering to everyone in regards to social issues as well. Its not worth it to address these issues.,"This is the most important pillar, and there are few barriers at my company in regards to this. We make sure the shareholders are taken care of. ","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,1-2 years,Bachelor’s degree,"$50,000-$74,999",25-34 years old,Yes,Black or African American,Male,,3.65
2024-02-23 13:34:03,2024-02-23 13:42:51,TRUE,2024-02-23 13:42:52,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.401,0,0,0,3.901,0,0,0,3.692,0,Environmental,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I rarely perceive,I sometimes perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I rarely perceive,I often perceive,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"One of the notable barriers to enhancing environmental pillar behaviors revolves around the initial financial investment required for sustainable practices. While the company recognizes the importance of reducing environmental impacts, there is hesitancy due to concerns about the immediate costs associated with transitioning to eco-friendly materials, implementing emission reduction technologies, or optimizing waste management processes.","One significant barrier to increasing social pillar behaviors could be the complexity of managing and monitoring the entire supply chain for compliance with fair labor practices and safe working conditions. Ensuring that every supplier and subcontractor upholds the company's social responsibility standards may require substantial resources in terms of monitoring mechanisms, audits, and collaboration. ","A substantial barrier to increasing governmental pillar behaviors might be navigating the complex regulatory landscape. Compliance with diverse and evolving regulations related to shareholder rights, board diversity, executive compensation, and anti-competitive practices can pose challenges. Keeping abreast of regulatory changes, ensuring alignment with various legal frameworks across different jurisdictions, and adapting corporate governance practices accordingly may demand significant resources and expertise. ",Marine Ports & Services — Owners and operators of marine ports and related services.,,Small-Medium Private Enterprise,,500 to 999 employees,Employee not on management track,,3-5 years,"Some college, but no degree","Less than $25,000",25-34 years old,No,White or Caucasian,Male,,5.07
2024-02-23 13:44:04,2024-02-23 14:00:19,TRUE,2024-02-23 14:00:20,anonymous,EN,I confirm that I have read the information above and consent to participate,6.732,9.294,29.115,2,0,0,29.602,0,0,0,43.99,0,Environmental,I never perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I always perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I never perceive,I never perceive,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,ESG is ruining society. It forces companies to preach on identity politics. That is what this actually is.,Esg is evil. It needs to be bankrupt.,Esg is evil. It needs to be bankrupt.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,1-2 years,High school diploma or GED,"Less than $25,000",25-34 years old,No,Black or African American,Male,,7
2024-02-23 14:37:00,2024-02-23 14:58:30,TRUE,2024-02-23 14:58:31,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,56.999,0,0,0,27.813,0,0,0,10.794,0,Environmental,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I never perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I never perceive,I sometimes perceive,I always perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,"I think with my company, the biggest issue is the lack of understanding how to roll that out at the company wide level. They're ""going slowly to make sure the rollouts are effective"". Basically, corporate hasn't a clue and is too cheap to hire someone to help them figure out how to roll out eco packaging, better routes, better trucks etc. ",Company is cheap and will do these things if the cost is rolled out to the employees. We asked for a scholarship fund and they were willing to if we cut our salary by 5%.   Working conditions are fine because of previous OSHA complaints and fines so it's cheaper to maintain a safe and healthy working environment than to get a fine.,"Board doesn't seem to care about any of this. ESG rating is High Risk so until younger people, perhaps a female and/or a poc get on the board, I don't see that anything with governmental pillars will change.",Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,3-5 years,Bachelor’s degree,"$75,000-$99,999",45-54 years old,No,White or Caucasian,Female,,1.88
2024-02-23 20:10:45,2024-02-23 20:16:58,TRUE,2024-02-23 20:16:59,anonymous,EN,I confirm that I have read the information above and consent to participate,1.254,11.182,13.254,6,2.682,3.864,4.332,3,1.464,1.464,3.666,1,Environmental,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,My company does not I don’t think,Money I think is a obstacle that would be the biggest thing ,I’m not sure what to put for this particular question ,"Passenger Airlines — Companies providing primarily passenger air transportation.,Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Small-Medium Private Enterprise,,20 to 49 employees,Director or Manager,,3-5 years,Associates or technical degree,"$50,000-$74,999",35-44 years old,No,Black or African American,Female,,3.08
2024-02-23 23:51:36,2024-02-24 00:03:04,TRUE,2024-02-24 00:03:05,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,21.886,0,0,0,15.654,0,0,0,4.831,0,Environmental,I rarely perceive,I sometimes perceive,I rarely perceive,I never perceive,I sometimes perceive,I often perceive,I rarely perceive,I often perceive,I sometimes perceive,I often perceive,I always perceive,I often perceive,I often perceive,I never perceive,I sometimes perceive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"The company I work for is generally more interested in social economical issues rather than environmental as I see it.  We do separate out recyclables from non-recyclables and have paper straws.  However, we still use plastic silverware and non-renewable cups and plates.  The biggest barrier is just lack of attention and direction to improve our environmental behavior.","Generally, we do a fair job with the social behavior.  Our biggest barrier to increases this pillar, is the fact that the industry I'm in is heavily focused on making money at all costs.  This gets in the way of improving employee satisfaction and fair labor practices.","The biggest barrier to increase the government pillar behavior is a sometimes a lack of transparency to employees.  After a recent round of lay-offs, many employees questioned if they were going to lose their jobs next.  ","Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Large Private Enterprise,,"1,000 or more employees",Individual Contributor,,3-5 years,"Some college, but no degree","$75,000-$99,999",25-34 years old,No,White or Caucasian,Male,,5.25
2024-02-24 03:12:39,2024-02-24 03:19:00,TRUE,2024-02-24 03:19:01,anonymous,EN,I confirm that I have read the information above and consent to participate,5.2,5.2,8.343,1,0,0,10.569,0,0,0,9.621,0,Environmental,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,I often perceive,I often perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I often perceive,I rarely perceive,I rarely perceive,I sometimes perceive,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,money and time are the biggest factors. everything is run a certain way and it would take an expensive rehaul to become more environmentally friendly ,the workload and customer demands are the greatest hindrance because regardless how the employees feel the work needs to get done,the higher up leadership is frequently changing. that makes it difficult to to govern the company when there is no foundation,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).",,Large Private Enterprise,,50 to 99 employees,Employee not on management track,,5-10 years,"Some college, but no degree","$50,000-$74,999",25-34 years old,No,White or Caucasian,Male,,2.71
2024-02-24 11:00:10,2024-02-24 12:55:14,TRUE,2024-02-24 12:55:15,anonymous,EN,I confirm that I have read the information above and consent to participate,4.216,16.439,17.441,6,0,0,13.07,0,5.23,5.23,6.646,1,Environmental,I often perceive,I always perceive,I always perceive,I always perceive,I often perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I always perceive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Cost and availability limit the availability of being more green.,Again cost limit these; often installing updated to older equipment is time consuming.,Company I work for is a medium sized family owned. ,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Large Private Enterprise,,"1,000 or more employees",Director or Manager,,10-20 years,Bachelor’s degree,"$100,000-$149,999",25-34 years old,No,White or Caucasian,Male,,6.11
2024-02-24 12:54:23,2024-02-24 13:05:44,TRUE,2024-02-24 13:05:44,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,9.171,0,4.284,4.284,5.041,1,0,0,5.989,0,Environmental,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I always perceive,I often perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I often perceive,I never perceive,I rarely perceive,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,The biggest barrier to increasing environmental pillar behaviors is the sheer volume of products that the company moves. There is a tough decision to make whether to be more environmentally conscious or to sacrifice that to move more products to its customers.,"the biggest barrier to increasing social pillar behaviors is upper management seeing the value in it. The company doesn't have to invest in its employees and if they do, it could get in the way of more profits because of the cost of setting up the employee health initiatives and increasing the quality of their products.","the biggest barrier to increasing governmental pillar behaviors is the size of the company. because the company hires so many people, it is impossible to keep track of every single one and they could engage in corruption or insider trading and put the whole company at risk",Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,3-5 years,Bachelor’s degree,"$150,000 or more",25-34 years old,No,Asian,Male,,1
2024-02-24 19:45:57,2024-02-24 19:56:10,TRUE,2024-02-24 19:56:11,anonymous,EN,I confirm that I have read the information above and consent to participate,10.992,11.731,23.661,2,0,0,8.619,0,0,0,6.948,0,Environmental,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I never perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I never perceive,I rarely perceive,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"Recycle material being scrap , card board or trash in general","Have given no raises in 2 years, because they built facility",They want to check all the boxes but never actually do the deal,Other (please describe),Parts sales and deliveries ,Publicly Traded Corporation,,50 to 99 employees,Individual Contributor,,3-5 years,Associates or technical degree,"$50,000-$74,999",65 and older,No,White or Caucasian,Male,,5.6
2024-02-24 22:40:10,2024-02-24 23:00:20,TRUE,2024-02-24 23:00:22,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,19.706,0,0,0,7.584,0,0,0,7.191,0,Environmental,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I often perceive,I rarely perceive,I often perceive,I never perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I often perceive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,"Honestly, the biggest barrier for my company to increase their environmental pillar behaviors comes down to the bottom line of their net profit. Unless the environmental practices are cheaper than the alternatives, the company won't be interested in looking into them. So long as the company has cheaper methods to use, they won't bring in more environmentally friendly practices ","In this, the biggest factor in all of this is the communication between managers and executives to get all the issues solved than anything else. The company that I work with is very big and as with numerous people, including those in management positions, some messages are lost in transit. ","I don't think that my company has an issue with any governance pillar activity, if anything, the biggest issue they'll experience would be the egos involved with all the bigwigs there. ","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,Highways & Railroad Infrastructure — Owners and operators of roads, tunnels, and railtracks.,Marine Ports & Services — Owners and operators of marine ports and related services.",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,1-2 years,"Some college, but no degree","$75,000-$99,999",25-34 years old,Yes,White or Caucasian,Male,,2.09
2024-02-25 05:25:00,2024-02-25 05:34:45,TRUE,2024-02-25 05:34:46,anonymous,EN,I confirm that I have read the information above and consent to participate,2.72,3.319,7.083,2,0,0,4.698,0,0,0,8.301,0,Environmental,I never perceive,I never perceive,I never perceive,I rarely perceive,I sometimes perceive,I often perceive,I rarely perceive,I often perceive,I sometimes perceive,I rarely perceive,I often perceive,I always perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,The place where I work does not recycle paper or plastic. These items can be easily recycled but they don't. Wasteful.,The biggest barrier is money. Many companies don't want to spend money to increase social pillar behaviors.,Money is the biggest barrier to increasing governmental pillar behaviors. They don't pay enough for entry level positions. The work is hard the employees are not paid enough so they quit.,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,3-5 years,"Some college, but no degree","$50,000-$74,999",45-54 years old,No,Black or African American,Female,,4.01
2024-02-18 08:49:34,2024-02-18 08:50:04,FALSE,2024-02-25 08:50:07,anonymous,EN,I confirm that I have read the information above and consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-25 12:34:12,2024-02-25 12:58:12,TRUE,2024-02-25 12:58:13,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,74.882,0,0,0,932.965,0,0,0,3.76,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Alot of conservative leaning individuals politicailly.,Again..alot of conservative leaning individuals politically.,Right leaning politics consumes those at the top.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Micro Private Enterprise,,5 to 9 employees,Employee not on management track,,1-2 years,"Some college, but no degree","$25,000-$49,999",25-34 years old,No,Black or African American,Male,,3.17
2024-02-18 13:10:36,2024-02-18 14:06:55,FALSE,2024-02-25 14:06:58,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,115.624,0,0,0,6.459,0,0,0,10.505,0,Environmental,I sometimes perceive,I rarely perceive,I never perceive,I sometimes perceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-25 15:51:01,2024-02-25 15:59:25,TRUE,2024-02-25 15:59:26,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,18.738,0,0,0,11.696,0,0,0,9.601,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I always perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I rarely perceive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I'm not 100% sure what my company does in this field because I do not work in the drivers  department.,I'm not sure what my company does in this field because I am not in the drivers department.,I'm not sure what my company does in this field because it's not my department.,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Publicly Traded Corporation,,5 to 9 employees,Other (please describe),Lead Consultant ,less than 1 year,High school diploma or GED,"Less than $25,000",25-34 years old,Yes,American Indian/Native American or Alaska Native,Female,,3
2024-02-25 20:58:49,2024-02-25 21:06:47,TRUE,2024-02-25 21:06:47,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,5.82,0,0,0,4.113,0,0,0,3.5,0,Environmental,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Company is most focused on profits. Increasing environmental behaviors usually comes at the expense of costing more money. ,We work in a male dominated industry and the men often don't think about making it a safer space for women. ,Some share holders are perceived as more important than others. ,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Small-Medium Private Enterprise,,100 to 249 employees,Individual Contributor,,3-5 years,Bachelor’s degree,"$75,000-$99,999",25-34 years old,No,White or Caucasian,Male,,1.33
2024-02-18 21:23:08,2024-02-18 21:26:56,FALSE,2024-02-25 21:26:57,anonymous,EN,I confirm that I have read the information above and consent to participate,5.228,60.328,61.579,4,7.755,17.381,19.054,5,3.07,6.27,7.48,3,Environmental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26 11:29:39,2024-02-26 11:43:03,TRUE,2024-02-26 11:43:04,anonymous,EN,I confirm that I have read the information above and consent to participate,1.423,14.507,19.866,10,0,0,9.505,0,0,0,12.991,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I sometimes perceive,I never perceive,I never perceive,I never perceive,I never perceive,I always perceive,I often perceive,I often perceive,I sometimes perceive,I never perceive,I rarely perceive,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Indifference and apathy from management. Lack of financial incentives to be environmentally conscious.,"Management is apathetic to providing competitive wages and benefits, including paid time off, health insurance, and safety conditions. Asking for improvements in these areas is met with resistance that displays the company is not concerned with employee satisfaction and this social pillar. ",I do not have that much insight into the governmental pillar at my company. I would say a possible barrier is a lack of transparency with their employees and investors in regards to board/executive decisions.,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Large Private Enterprise,,250 to 499 employees,Employee not on management track,,1-2 years,Associates or technical degree,"$25,000-$49,999",18-24 years old,No,Asian,Female,,2.04
2024-02-26 13:55:35,2024-02-26 14:02:42,TRUE,2024-02-26 14:02:43,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.926,0,0,0,4.409,0,1.232,5.401,5.97,5,Environmental,I often perceive,I often perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,"I think that it is not in the financial interest of the company. ESG is closely tied with Corporate convergence, which steers company interests towards the satisfaction of those of outside parties rather than the core base of customers that the company serves.","The company is fairly successful, and hiring and firing people because they don't fit the profile of some social justice or feminist activist group makes little sense.","The company is not publicly traded and does not have shareholders, but it already has firm practices in avoiding anti-competitiveness and corruption that it doesn't want to change.",Rail Transportation — Companies providing primarily goods and passenger rail transportation.,,Small-Medium Private Enterprise,,"1,000 or more employees",Individual Contributor,,5-10 years,Bachelor’s degree,"$75,000-$99,999",25-34 years old,No,White or Caucasian,Male,,7
2024-02-19 14:16:03,2024-02-19 14:17:48,FALSE,2024-02-26 14:17:50,anonymous,EN,I confirm that I have read the information above and consent to participate,3.95,3.95,6.577,1,0,0,3.714,0,0,0,5.384,0,Environmental,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I rarely perceive,I sometimes perceive,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2024-02-26 14:36:49,2024-02-26 14:44:25,TRUE,2024-02-26 14:44:26,anonymous,EN,I confirm that I have read the information above and consent to participate,1.593,3.525,6.702,2,0,0,4.887,0,0,0,4.48,0,Environmental,I always perceive,I always perceive,I always perceive,I always perceive,I sometimes perceive,I sometimes perceive,I often perceive,I always perceive,I often perceive,I often perceive,I often perceive,I often perceive,I often perceive,I always perceive,I always perceive,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,The biggest barrier for my company is the non renewable resource matrix or diesel and petroleum,The biggest barrier in this aspect would be the multiples of employees we have and different position and trying to stretch the term fair across the entirety of the company.,"I believe the biggest barrier here would be the profit sharing program, and using it to allocate profit to employees alongside equipment needs.","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Rail Transportation — Companies providing primarily goods and passenger rail transportation.,Highways & Railroad Infrastructure — Owners and operators of roads, tunnels, and railtracks.",,Large Private Enterprise,,"1,000 or more employees",Individual Contributor,,5-10 years,High school diploma or GED,"$150,000 or more",25-34 years old,No,White or Caucasian,Male,,5.84
2024-02-26 15:55:06,2024-02-26 16:01:51,TRUE,2024-02-26 16:01:52,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,7.53,0,0,0,16.5,0,0,0,4.37,0,Environmental,I sometimes perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I often perceive,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Price and cost budget. There is not enough budget allocated to this aspect to make a sufficient impact.,"I think that this issue as a whole does not have a lot of focus on it, and it is not first priority for my company.",I think the financial barriers are probably the biggest roadblock to improvements in the governmental pillar behaviors.,"Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Large Private Enterprise,,"1,000 or more employees",Employee not on management track,,less than 1 year,High school diploma or GED,"$75,000-$99,999",18-24 years old,No,Asian,Male,,4.2
2024-02-26 18:17:14,2024-02-26 18:23:18,TRUE,2024-02-26 18:23:19,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,9.636,0,0,0,4.756,0,0,0,6.088,0,Environmental,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I often perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I never perceive,I rarely perceive,I often perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,focus on sale goals. other things are not measured. ,"focus on sales. As long as product makes it to the customer, and they are happy is what matters. ",There are enough audits that check for compliance of policies. No need for more.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Small-Medium Private Enterprise,,250 to 499 employees,Director or Manager,,3-5 years,Bachelor’s degree,"$150,000 or more",35-44 years old,No,White or Caucasian,Male,,4
2024-02-26 22:25:46,2024-02-26 22:35:56,TRUE,2024-02-26 22:35:57,anonymous,EN,I confirm that I have read the information above and consent to participate,1.889,3.14,6.022,3,0,0,3.809,0,0,0,7.352,0,Environmental,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I often perceive,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Energy efficient fuel is key. Any transportation company should have this in mind as an alternative. ,Lack of knowledge or personal affinity. I think educating oneself on societal issues outside of oneself helps to be able to foster a better social connection to increase social capital ,Lack of budget and political bias may be the biggest barriers ,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,less than 1 year,Bachelor’s degree,"$25,000-$49,999",25-34 years old,No,"White or Caucasian,Black or African American",Female,,4.43
2024-02-20 07:24:58,2024-02-20 07:34:55,FALSE,2024-02-27 07:34:56,anonymous,EN,I confirm that I have read the information above and consent to participate,11.056,11.056,11.793,1,0,0,13.03,0,0,0,6.161,0,Environmental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27 08:07:16,2024-02-27 08:19:41,TRUE,2024-02-27 08:19:42,anonymous,EN,I confirm that I have read the information above and consent to participate,2.663,3.416,7.079,2,0,0,10.946,0,0,0,33.901,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I never perceive,I never perceive,I never perceive,I often perceive,I sometimes perceive,I rarely perceive,I often perceive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,The biggest barrier is cost and the amount of time/resources it would take to implement any significant change.,The biggest barrier is changing social pillar behaviors would make the company less competitive by moving focus away from our product.,The biggest barrier is the reliance our industry has on corruption to function.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,5-10 years,High school diploma or GED,"$25,000-$49,999",25-34 years old,No,Other,Male,,4
2024-02-27 08:15:29,2024-02-27 08:24:31,TRUE,2024-02-27 08:24:31,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,20.847,0,0,0,11.999,0,0,0,39.82,0,Environmental,I never perceive,I sometimes perceive,I never perceive,I rarely perceive,I often perceive,I never perceive,I sometimes perceive,I often perceive,I never perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I always perceive,I rarely perceive,I often perceive,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Nature of the work we do requires diesel trucks and large warehouses. Small eco friendly decisions are already made,"Already very socially forward. Equal opportunity, transparent pay scale throughout the company, safety heavily emphasized","We are an ESOP company, so Im not sure how that affects this answer",Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Small-Medium Private Enterprise,,100 to 249 employees,Other (please describe),Employee,1-2 years,Associates or technical degree,"$25,000-$49,999",25-34 years old,No,"White or Caucasian,Native Hawaiian or Other Pacific Islander",Non-binary / third gender,,2.97
